movieId,title,genres,overview,poster_path
1769,"Replacement Killers, The (1998)",Action|Crime|Thriller,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.",/5JAVd0lYhkB2dsDtt84Qt6grNIn.jpg
1770,B. Monkey (1998),Crime|Romance|Thriller,"When wistful introvert Alan Furnace meets quick-witted bombshell Beatrice, he has no idea of her secret life as ""B. Monkey"" -- the top thief-for-hire in London's criminal underworld. Charmed by Furnace's innocent and chivalrous ways, Beatrice resolves to reform. But to cash in on her first chance at real love, she must escape her former partner in crime, the ruthless Paul Neville -- and a dark past that seems to haunt her every step.",/80bQjfpH14P5p2TDnfWUukEkM55.jpg
1771,Night Flier (1997),Horror,"Two investigative reporters for a tabloid magazine track down across country ""The Night Flier"", a serial killer who travels by private plane stalking victims in rural airports. One of the reporters, Richard Dees, begins to suspect that ""the Night Flier could perhaps be a vampire""",/pEC459c1elFll8hrtyatH5pDLTb.jpg
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,"Finally released from prison, Elwood Blues is once again enlisted by Sister Mary Stigmata in her latest crusade to raise funds for a children's hospital. Hitting the road to re-unite the band and win the big prize at the New Orleans Battle of the Bands, Elwood is pursued cross-country by the cops.",/nCoY8UK2x4DWpICipL40Hg4cDmO.jpg
1777,"Wedding Singer, The (1998)",Comedy|Romance,"Robbie, a local rock star turned wedding singer, is dumped on the day of his wedding. Meanwhile, waitress Julia finally sets a wedding date with her fiancée Glenn. When Julia and Robbie meet and hit it off, they find that things are more complicated than anybody thought.",/zVvyTrcZQb7kC2DPDzyo25WcxXp.jpg
1779,Sphere (1998),Sci-Fi|Thriller,"A spacecraft is discovered on the floor of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the Habitat, a state-of-the-art underwater living environment, to investigate.",/5IMr0L4BoONvN5i9kyVd0zGww3L.jpg
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,A recently released ex-con gets involved in a fake kidnapping scheme that turns very real.,/3R8At5ll1ZyCJT7FWbLmCjVqFlp.jpg
1784,As Good as It Gets (1997),Comedy|Drama|Romance,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg
1785,King of New York (1990),Crime|Thriller,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.,/zV9EhZutS54AjRl8uEJZE14E712.jpg
1791,Twilight (1998),Crime|Drama|Thriller,"A retired detective accepts a simple task, unaware that it will tear open old, forgotten, but deadly wounds.",/jepRBZNXgsINrbtSiSEdtCYbRMM.jpg
1792,U.S. Marshals (1998),Action|Crime|Thriller,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",/5ST0BydDSXtW5AtfDDhTVS13pTt.jpg
1793,Welcome to Woop-Woop (1997),Comedy,A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,/2ek9pyqNFQbtwtXptRZxsIGkOuN.jpg
1794,Love and Death on Long Island (1997),Comedy|Drama,"Curmudgeonly author Giles De'Ath, a widower with a marked distaste for modern popular culture, attempts to buy a ticket for a film adaptation of an E.M. Forster novel, but instead finds himself watching a tacky teen sex comedy. Yet when the beautiful Ronnie Bostock appears on the movie screen, Giles finds himself caught in a whirlwind of unanswered questions about both his own sexuality and his place in late 20th-century society.",/6DTNKPlSZGwlsAibzhdeKSZ2K88.jpg
1797,Everest (1998),Documentary|IMAX,"An international team of climbers ascends Mt. Everest in the spring of 1996. The film depicts their lengthy preparations for the climb, their trek to the summit, and their successful return to Base Camp. It also shows many of the challenges the group faced, including avalanches, lack of oxygen, treacherous ice walls, and a deadly blizzard.",/lUsTxOMn9xYS9Lt6rV5E7ezgAl3.jpg
1798,Hush (1998),Thriller,"Jackson and Helen are in love and about to have their first child when they move in with Jackson's mother, Martha, in order to take care of the family estate. But all is not well in this household. Martha is jealous of her son's affection for Helen, and, despite her Southern smile, she's starting to act strangely. As Helen tries to create a happy home life, Martha attempts to divide the family so that Jackson will become hers alone.",/8MYep3CqMoPZPbuISXPqzIEpuPv.jpg
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,"Carlo, a former mobster, is abducted by five privileged young men desperate to raise a $2 million ransom to save the sister of a friend. As Carlo plays mind games, however, his captors splinter -- each wondering whether one of their own had a hand in the crime.",/rQ2Sidqubi7XiHDScFe1faIz3Uv.jpg
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.",/zHE9yRURvA7DyhYtQxkGTfE1Ywi.jpg
1804,"Newton Boys, The (1998)",Crime|Drama,"The four Newton brothers are a poor farmer family in the 1920s. One day, the oldest of them, Willis, realizes that there's no future in the fields and offers his brothers to become bank robbers. Soon the family agrees. They become very famous robbers and execute the greatest train robbery in American history five years later.",/dyDO45OuOOKtOttUcAb6D3MgU5.jpg
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,"When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...",/aaicreJBf7EuwGq3GgUV5ZedlfF.jpg
1806,Paulie (1998),Adventure|Children|Comedy,"Paulie, an intelligent parrot who actually talks, relates the story of his struggle to a Russian immigrant who works as a janitor at the research institute where he is housed and neglected. Paulie's story begins many years earlier when he is given as a gift to a little girl who stutters. Eventually, he teaches the girl to speak correctly but is taken away by her father because he believes the girl cannot distinguish fantasy from reality because she believes the bird can talk. Paulie goes through a series of adventures with a pawn shop owner, an aging widow, a Mexican-American troubadour and a would be thief before being taken to the institute where he now lives",/aiW8TWjIuFveTcA5BCU7KMjPaaW.jpg
1807,"Cool, Dry Place, A (1998)",Drama,"Russell, a single father, balances his work as a lawyer with the care of his five-year-old son after his wife abandoned them. When she reappears creating turmoil, he must deal with his new love interest and the job opportunity of a lifetime.",/c1pyoTbc3xkLTIhPnj153CVUsRn.jpg
1809,Fireworks (Hana-bi) (1997),Crime|Drama,"Detective Nishi is relieved from a stakeout to visit his sick wife in hospital. He is informed that she is terminally ill, and is advised to take her home. During his visit, a suspect shoots one detective dead and leaves Nishi's partner, Horibe, paralyzed. Nishi leaves the police force to spend time with his wife at home, and must find a way to pay off his debts to the yakuza.",/aErssJkxF68xVyTPPH0th9P07GG.jpg
1810,Primary Colors (1998),Comedy|Drama,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.",/sURY7Uf2dAv5h46L2oBTAJXU7Xw.jpg
1812,Wide Awake (1998),Children|Comedy|Drama,"The tale of a ten-year-old boy in a Catholic school who, following the death of his beloved grandfather, embarks on a quest to discover the meaning of life.",/xnqLUL2l71KVSaqiz9fbFpXtEFe.jpg
1816,Two Girls and a Guy (1997),Comedy|Drama,"Two women confront their boyfriend, a two-timing actor who professed eternal love to each.",/9Hj90OgXLBReJCAGqOOzzxjZfCh.jpg
1821,"Object of My Affection, The (1998)",Comedy|Romance,"A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",/7LlWOHxcDu0Qsf70LnKwMYV63kb.jpg
1824,Homegrown (1998),Comedy|Thriller,"Three laborers on a Northern California marijuana plantation become increasingly paranoid when they learn that their boss has been murdered. They know enough to run, taking with them enough of the crop to pay them for services rendered. Hooking up with go-between Lucy in the next town, they plot their next move.",/feQeYHriKLCjzkUEjg4D81ggyYs.jpg
1825,The Players Club (1998),Comedy|Drama,"Single mother Diana struggles to provide for her child and pay for her college education. When she meets two dancers from a nearby gentlemen's club, Diana's convinced there's fast money to be made stripping.",/zq6D4HBRK6GMaJj4w5n5QsKXkLF.jpg
1826,Barney's Great Adventure (1998),Adventure|Children,"Mom and dad dump son Cody, daughter Abby, her best friend Marcella and a baby on the farm with Grandpa and Grandma. Purple dinosaur Barney soon appears to entertain the kids, and when a large colorful egg deposited on a farm by a shooting star is accidentally carted off, Barney and the kids start their chase for it.",/tSadXiI88soRyS4mcSr7PsKWaqN.jpg
1827,"Big One, The (1997)",Comedy|Documentary,"The Big One is an investigative documentary from director Michael Moore who goes around the country asking why big American corporations produce their product abroad where labor is cheaper while so many Americans are unemployed, losing their jobs, and would happily be hired by such companies as Nike.",/jodI8ifzMO2IvuE0oBnqLZ2LCgF.jpg
1829,Chinese Box (1997),Drama|Romance,"The story of Hong Kong, from New Year's Day to June 30th, 1997, when the British left their colony and turned it over to the People's Republic of China.",/cA7DXTBSijHTWIbcZVEV0xhsCJz.jpg
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.",/4miEpZmUOMqV8P0T6oq5HVBiVHw.jpg
1833,Mercury Rising (1998),Action|Drama|Thriller,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",/60AAso6I2TzQCy2SjqtzPni8csA.jpg
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.,/cwkWlWfFrvH6WW6ovX5gfGHo7ks.jpg
1835,City of Angels (1998),Drama|Fantasy|Romance,"When guardian angel Seth - who invisibly watches over the citizens of Los Angeles - becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg
1836,"Last Days of Disco, The (1998)",Comedy|Drama,Two young women and their friends spend spare time at an exclusive nightclub in 1980s New York.,/lReaAZCsA0GXvJrxzSMsFxwgh6F.jpg
1837,"Odd Couple II, The (1998)",Comedy,"Brucey, the son of Oscar, calls his father to invite him to his wedding to Felix's daughter next Sunday in California. Oscar and Felix meet again at Los Angeles International Airport and rent a car in order to go to San Malina for the wedding.",/aTajf9LOrL1pok7KnzoHKFJJyWD.jpg
1839,My Giant (1998),Comedy,"Sammy, an agitated agent lost in the forest of the modern world, happens upon a gentle giant with a tall talent for friendship named Max.",/49ylsG7JJFjNRlKTOdMQTgcI7om.jpg
1840,He Got Game (1998),Drama,A basketball player's father must try to convince him to go to a college so he can get a shorter prison sentence.,/kd8hRaysUQOz7AvSorZDJHuihcJ.jpg
1841,"Gingerbread Man, The (1998)",Drama|Thriller,"Savannah lawyer Rick Magruder is at a party celebrating his courtroom victory defending a cop killer when a member of the catering staff, Mallory Doss, discovers her car has been stolen. Having had a few drinks, Magruder offers to give her a lift home, a decision that turns into a one night stand. Rick soon learns that her nut-case father, Dixon, seems to have begun threatening her again. Rick puts the force of his law firm behind Mallory, who he barely knows, has Dixon picked up by the police, and subpoenas the girl's belligerent ex-husband, Pete, to testify against the old man. Dixon is put away in an asylum. However, he soon escapes, putting the lives of everyone who conspired against him in jeopardy.",/elUhVYTJGABQ0rVl9VPMPADcLBG.jpg
1844,Live Flesh (Carne trémula) (1997),Drama|Romance,A scorned ex-convict forces himself into the lives of the couple who put him behind bars.,/7YPGYeamF6AuyxhKqbd5oNKKCCy.jpg
1845,Zero Effect (1998),Comedy|Mystery|Thriller,"Daryl Zero is a private investigator and—along with his assistant, Steve Arlo—he solves impossible crimes and puzzles. Although Daryl's a master investigator, he doesn't know what to do with himself when he's not working; he has no social skills, writes bad music and drives Steve crazy.",/yFALvZFwqnh5ESarNoVd5KtizCo.jpg
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,"The four-inch-tall Clock family secretly share a house with the normal-sized Lender family, ""borrowing"" such items as thread, safety pins, batteries and scraps of food. However, their peaceful co-existence is disturbed when evil lawyer Ocious P. Potter steals the will granting title to the house, which he plans to demolish in order to build apartments. The Lenders are forced to move, and the Clocks face the risk of being exposed to the normal-sized world.",/kgaocWyuxihDe5aNqok6fORIHnY.jpg
1855,Krippendorf's Tribe (1998),Comedy,"After squandering his grant money, despondent and recently widowed anthropologist James Krippendorf must produce hard evidence of the existence of a heretofore undiscovered New Guinea tribe. Grass skirts, makeup, and staged rituals transform his three troubled children into the Shelmikedmu, a primitive culture whose habits enthrall scholars. But when a spiteful rival threatens to blow the whistle on Krippendorf's ruse, he gets into the act as well.",/sO7JLE22pL17vuFGY7ZPpZyHWC.jpg
1856,Kurt & Courtney (1998),Documentary,"After rocker Kurt Cobain's death, ruled a suicide, a film crew arrives in Seattle to make a documentary. Director Nick Broomfield talks to lots of people. Portraits emerge: a shy, slight Kurt, weary of touring, embarrassed by fame, hooked on heroin; an out-going Courtney, dramatic, controlling, moving from groupie to star.",/367x8xNtI1FJUn6FeCSYTXyaa6R.jpg
1857,"Real Blonde, The (1997)",Comedy,"An aspiring actor and his girlfriend handle life's frustrations, while his friend seeks fulfillment with a blonde.",/kJucBNGwwTT4n4pSHU1b44nyju4.jpg
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,/wAAt2gvbkbeefzjd06GPfkdfUho.jpg
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,"A middle-aged Tehranian man, Mr. Badii is intent on killing himself and seeks someone to bury him after his demise. Driving around the city, the seemingly well-to-do Badii meets with numerous people, including a Muslim student, asking them to take on the job, but initially he has little luck. Eventually, Badii finds a man who is up for the task because he needs the money, but his new associate soon tries to talk him out of committing suicide.",/vgPwjgbSdbYWrS1ty8TIZtmi6Tn.jpg
1860,Character (Karakter) (1997),Drama,"In pre-WWII Holland, the penniless, illegitimate son of a powerful bailiff sets out to become a lawyer as he spends a lifetime struggling to prove his worth to his relentlessly spiteful father.",/v7TWGTZ6fNkY72IyoiVIcnlwniU.jpg
1862,Species II (1998),Horror|Sci-Fi,"Having just returned from a mission to Mars, Commander Ross isn't exactly himself. He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring, scientist Laura Baker and hired assassin Press Lennox use Eve, a more tempered alien clone, to find Ross and his brood. Before long Eve escapes to mate with Ross.",/bTZOYPnbnTaeiiybtByzWkeb1Gl.jpg
1863,Major League: Back to the Minors (1998),Comedy,At the behest of Roger Dorn -- the Minnesota Twins' silver-tongued new owner -- washed-up minor league hurler Gus Cantrell steps up to the plate to take over as skipper of the club's hapless farm team. But little does he know that Dorn has an ulterior motive to generate publicity with a grudge match between the big leaguers and their ragtag Triple A affiliate.,/bV0Dpx5zAy2TbOzOFSCEBSGcakJ.jpg
1866,"Big Hit, The (1998)",Action|Comedy|Crime,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",/aYDC6E9wi6vUmqnJtHsYJfMhFo2.jpg
1867,Tarzan and the Lost City (1998),Action|Adventure,Tarzan returns to his homeland of Africa to save his home from destruction.,/kp4gfmC7O10lAuBCDn1cbnPdudU.jpg
1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,"Four guys, best friends, have grown up together in DANCER, TEXAS POP. 81, a tiny town in West Texas. Years ago, they made a solemn vow to leave town together as soon as they graduate. Now, it's that weekend and the time has come to ""put up or shut up."" The clock is ticking and as all 81 people in the town watch, comment, offer advice and place bets, these four very different boys with unique backgrounds struggle with the biggest decision of their lives... whether to stay or leave home.",/khV9zPcvgOjrqwlk3dI1lGojZib.jpg
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War,"Jean Valjean, a Frenchman imprisoned for stealing bread, must flee a police officer named Javert. The pursuit consumes both men's lives, and soon Valjean finds himself in the midst of the student revolutions in France.",/3TOgmlIY8X3WjIjvU7Z0jqeNkyU.jpg
1875,Clockwatchers (1997),Comedy,"The relationship between four female temps all working for the same credit company is threatened with the arrival of a new hire, who lands a permanent position one of the women was vying for.",/s6Gm06rGhopHumkAiYkJ4DsdaK8.jpg
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,"A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.",/a3vQS7JKqlOb3MdVJHuTCP9s7Mg.jpg
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,"During the times of King Arthur, Kayley is a brave girl who dreams of following her late father as a Knight of the Round Table. The evil Ruber wants to invade Camelot and take the throne of King Arthur, and Kayley has to stop him.",/xBmKXg0phTpWaJVN0OP6yfGUJur.jpg
1882,Godzilla (1998),Action|Sci-Fi|Thriller,"French nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the Pacific Ocean. A team of experts, including Niko Tatopoulos, conclude that the oversized reptile is the culprit. Before long, the giant lizard is loose in Manhattan as the US military races to destroy the monster before it reproduces and it's spawn takes over the world.",/tqQ9Nt5C1Z5PRDPxYXQ4qwy5v5V.jpg
1883,Bulworth (1998),Comedy|Drama|Romance,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,/aVZLgPn9LvkAkIQq0QhOcgetsgv.jpg
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",/gFo5UrXQaVDQ9Vc1mmsWZNRt2aQ.jpg
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,"A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives.",/xpILzxKHywYngftBC8AmvsqUfBj.jpg
1887,Almost Heroes (1998),Adventure|Comedy|Western,"Two hapless explorers lead an ill-fated 1804 expedition through the Pacific Northwest in a hopeless, doomed effort to reach the Pacific Ocean before Lewis and Clark.",/qO1cfr4UxcwQ858Nxp470QNS3v8.jpg
1888,Hope Floats (1998),Comedy|Drama|Romance,"Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom.",/6PRFM09xjGSWpXObW87CT5JELGJ.jpg
1889,Insomnia (1997),Drama|Mystery|Thriller,"Detectives Jonas and Erik are called to the midnight sun country of northern Norway to investigate a recent homicide, but their plan to arrest the killer goes awry, and Jonas mistakenly shoots Erik. The suspect escapes, and a frightened Jonas pins Erik's death on the fugitive. Jonas continues to pursue the killer as he seeks to protect himself; however, his mounting guilt and the omnipresent sun plague him with an insomnia that affects his sanity.",/k0inzQmt7kATmAGns0wdfjiFxSu.jpg
1891,"Ugly, The (1997)",Horror|Thriller,A female psychologist wants to understand the minds of a confessed serial killer who spent the last five years in a mental hospital because of his state.,/vtwQ8oICMxscIpoL3bKcoKklcV2.jpg
1892,"Perfect Murder, A (1998)",Thriller,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",/wC0ax12N9GQ8vMXPEs4nES5AAiB.jpg
1893,Beyond Silence (Jenseits der Stille) (1996),Drama,Beyond Silence is about a family and a young girl’s coming of age story. This German film looks into the lives of the deaf and at a story about the love for music. A girl who has always had to translate speech into sign language for her deaf parents yet when her love for playing music grows strong she must decide to continue doing something she cannot share with her parents.,/bfNOcXDcwzKOlJoTtQM4lsEVxS1.jpg
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,"When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.",/fzWrrCzRa16v51TXAUuT6Wendw7.jpg
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",/r3a5gGWfS0SDS9nriNrJzSSrErf.jpg
1897,High Art (1998),Drama|Romance,"A young female intern at a small magazine company becomes involved with a drug-addicted lesbian photographer, both of whom seek to exploit each other for their respective careers, while slowly falling in love with each other.",/qTg05RNJIvb9w4Z7XIcAZxuZmTn.jpg
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits.",/jWqh1CJWAEcxckMRrf6ARhIEh0R.jpg
1902,Dream for an Insomniac (1996),Drama|Romance,"A girl with insomnia who works in a coffee house has impossibly high standards for her love and fears she will never meet a worthy man. Then in walks a new employee and they click - until she discovers he has a girlfriend. Undaunted, she moves to L.A. with a friend sure that he will dump the girlfriend and follow her. She puts all her faith in fate and hopes for the best.",/1hGRcEPnpmgAmfLObym3olCk6tM.jpg
1904,Henry Fool (1997),Comedy|Drama,An egocentric bum transforms the lives of a shy New Jersey garbageman and his sister.,/1Uun13GJi5U0gs303e7BnER6SpG.jpg
1906,Mr. Jealousy (1997),Comedy|Romance,"After his first date at age 15 ended with the girl making out with another man at a party, aspiring writer Lester Grimm has treated all his girlfriends with jealousy and suspicion. While dating Ramona Ray, paranoia gets the best of him when he discovers that her most recent ex is successful novelist Dashiell Frank. Lester begins attending the same group therapy sessions as Dashiell to learn about Ramona's past with him.",/vxc7CBkX7MyWS6dsTZ4e4f1KYRv.jpg
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",/5TYgKxYhnhRNNwqnRAKHkgfqi2G.jpg
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",/yLIw6shz2WC3W3iI0jROsF4B2ha.jpg
1910,I Went Down (1997),Comedy|Crime|Drama,"Fresh out of prison, Git rescues a former best friend (now living with Git's girlfriend) from a beating at the hands of loan sharks. He's now in trouble with the mob boss, Tom French, who sends Git to Cork with another debtor, Bunny Kelly, to find a guy named Frank Grogan, and take him to a man with a friendly face at a shack across a bog. It's a tougher assignment than it seems: Git's a novice, Bunny's prone to rash acts, Frank doesn't want to be found (and once he's found, he has no money), and maybe Tom's planning to murder Frank, which puts Git in a moral dilemma. Then, there's the long-ago disappearance of Sonny Mulligan. What's a decent and stand-up lad to do?",/2rApWxlYkiwNZBSC3KJ7WFWWq1T.jpg
1911,Dr. Dolittle (1998),Comedy,"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",/tLrchGMIkdo1KamQJA6fwvDQEy0.jpg
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law.",/v49q7AMR3pB4M762woWB1NYMCLF.jpg
1913,Picnic at Hanging Rock (1975),Drama|Mystery,"In the early 1900s, Miranda attends a girls boarding school in Australia. One Valentine's Day, the school's typically strict headmistress treats the girls to a picnic field trip to an unusual but scenic volcanic formation called Hanging Rock. Despite rules against it, Miranda and several other girls venture off. It's not until the end of the day that the faculty realizes the girls and one of the teachers have disappeared mysteriously.",/7BAXwmFN4pZDNb9N6kzmAAwdssi.jpg
1914,Smoke Signals (1998),Comedy|Drama,"Young Native American man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family, and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains.",/dZ6smtO2cEm3nxVhWscYfKS0mYX.jpg
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry.",/fxzXFzbSGNA52NHQCMqQiwzMIQw.jpg
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",/cRm7ro9tfiHagQb8i3wO4F1CiuB.jpg
1919,Madeline (1998),Children|Comedy,"Horrified at the prospect of her beloved school being sold, a young French girl named Madeline uses her wit and craftiness to attempt to save it, making an unlikely new friend in the process.",/nAGRLwJC0jv7QlfJR6y32xRZqcF.jpg
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",/2nuUjSzHsoYlRvTPmLo7m7gCQry.jpg
1921,Pi (1998),Drama|Sci-Fi|Thriller,"A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.",/oPXWSYognG1SsS6GcWQUNJjE7rA.jpg
