movieId,lead_cast,director
1279,"['Winona Ryder', 'Gena Rowlands', 'Giancarlo Esposito', 'Armin Mueller-Stahl', 'Rosie Perez']",['Jim Jarmusch']
1280,"['Gong Li', 'Ma Jingwu', 'He Saifei', 'Cao Cuifen', 'Kong Lin']",['Zhang Yimou']
1281,"['Charlie Chaplin', 'Jack Oakie', 'Reginald Gardiner', 'Henry Daniell', 'Billy Gilbert']",['Charlie Chaplin']
1282,"['Deems Taylor', 'Walt Disney', 'Julietta Novis', 'Leopold Stokowski']","['David Hand', 'James Algar', 'Samuel Armstrong', 'Ben Sharpsteen', 'William Roberts', 'Paul Satterfield', 'Hamilton Luske', 'Jim Handley', 'Ford Beebe', 'T. Hee', 'Wilfred Jackson', 'Norman Ferguson']"
1283,"['Gary Cooper', 'Grace Kelly', 'Thomas Mitchell', 'Lloyd Bridges', 'Katy Jurado']",['Fred Zinnemann']
1284,"['Humphrey Bogart', 'Lauren Bacall', 'John Ridgely', 'Martha Vickers', 'Dorothy Malone']",['Howard Hawks']
1285,"['Winona Ryder', 'Christian Slater', 'Shannen Doherty', 'Lisanne Falk', 'Kim Walker']",['Michael Lehmann']
1286,"['Christopher Reeve', 'Jane Seymour', 'Christopher Plummer', 'Teresa Wright', 'Bill Erwin']",['Jeannot Szwarc']
1287,"['Charlton Heston', 'Haya Harareet', 'Stephen Boyd', 'Martha Scott', ""Cathy O'Donnell""]",['William Wyler']
1288,"['Christopher Guest', 'Michael McKean', 'Harry Shearer', 'Rob Reiner', 'June Chadwick']",['Rob Reiner']
1289,[],['Godfrey Reggio']
1290,"['Eric Stoltz', 'Mary Stuart Masterson', 'Lea Thompson', 'Chynna Phillips', 'Craig Sheffer']",['Howard Deutch']
1291,"['Harrison Ford', 'Sean Connery', 'Denholm Elliott', 'Alison Doody', 'John Rhys-Davies']",['Steven Spielberg']
1292,"['Peter Sellers', 'Shirley MacLaine', 'Melvyn Douglas', 'Jack Warden', 'Richard Dysart']",['Hal Ashby']
1293,"['Ben Kingsley', 'Candice Bergen', 'Edward Fox', 'John Gielgud', 'Trevor Howard']",['Richard Attenborough']
1295,"['Daniel Day-Lewis', 'Juliette Binoche', 'Lena Olin', 'Derek de Lint', 'Stellan Skarsgård']",['Philip Kaufman']
1296,"['Helena Bonham Carter', 'Julian Sands', 'Maggie Smith', 'Denholm Elliott', 'Daniel Day-Lewis']",['James Ivory']
1297,"['Val Kilmer', 'Gabriel Jarret', 'Michelle Meyrink', 'William Atherton', 'Robert Prescott']",['Martha Coolidge']
1298,"['Bob Geldof', 'Christine Hargreaves', 'James Laurenson', 'Eleanor David', 'Kevin McKeon']",['Alan Parker']
1299,"['Sam Waterston', 'Haing S. Ngor', 'Craig T. Nelson', 'John Malkovich', 'Athol Fugard']",['Roland Joffé']
1300,"['Anton Glanzelius', 'Tomas von Brömssen', 'Anki Lidén', 'Melinda Kinnaman', 'Kicki Rundgren']",['Lasse Hallström']
1301,"['Walter Pidgeon', 'Anne Francis', 'Leslie Nielsen', 'Warren Stevens', 'Jack Kelly']",['Fred M. Wilcox']
1302,"['Kevin Costner', 'Amy Madigan', 'Gaby Hoffmann', 'Ray Liotta', 'Timothy Busfield']",['Phil Alden Robinson']
1303,"['Sean Connery', 'Michael Caine', 'Christopher Plummer', 'Saeed Jaffrey', 'Doghmi Larbi']",['John Huston']
1304,"['Paul Newman', 'Robert Redford', 'Katharine Ross', 'Strother Martin', 'Henry Jones']",['George Roy Hill']
1305,"['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell', 'Hunter Carson', 'Aurore Clément']",['Wim Wenders']
1306,"['William Hurt', 'Solveig Dommartin', 'Sam Neill', 'Max von Sydow', 'Rüdiger Vogler']",['Wim Wenders']
1307,"['Billy Crystal', 'Meg Ryan', 'Carrie Fisher', 'Bruno Kirby', 'Steven Ford']",['Rob Reiner']
1310,"['Valerie M. Agnew', 'Carrie Akre', 'Jeff Ament', 'Michael Anderson', 'Mark Arm']",['Doug Pray']
1312,"['Tilda Swinton', 'Amy Madigan', 'Karen Sillas', 'Frances Fisher', 'Clancy Brown']",['Susan Streitfeld']
1318,"['Sean Pertwee', 'Catherine Zeta-Jones', 'Steven Mackintosh', 'Ewan McGregor', 'Peter Gunn']",['Carl Prechezer']
1320,"['Sigourney Weaver', 'Charles S. Dutton', 'Charles Dance', 'Pete Postlethwaite', 'Ralph Brown']",['David Fincher']
1321,"['David Naughton', 'Jenny Agutter', 'Griffin Dunne', 'John Woodvine', 'Don McKillop']",['John Landis']
1322,"['Stephen Macht', 'Shawn Weatherly', 'Megan Ward', 'Damon Martin', 'Jonathan Penner']",['Tony Randel']
1323,"['Tony Roberts', 'Tess Harper', 'Robert Joy', 'Candy Clark', 'Leora Dana']",['Richard Fleischer']
1324,"['Robin Thomas', 'Starr Andreeff', 'Allen Cutler', 'Rachel Duncan', 'Jarrett Lennon']",['Steve White']
1325,"['Ross Partridge', 'Julia Nickson', 'Lala Sloatman', 'David Naughton', 'Barbara Howard']",['John Murlowski']
1326,"['James Olson', 'Burt Young', 'Rutanya Alda', 'Jack Magner', 'Andrew Prine']",['Damiano Damiani']
1327,"['James Brolin', 'Margot Kidder', 'Rod Steiger', 'Don Stroud', 'Murray Hamilton']",['Stuart Rosenberg']
1328,"['Kim Coates', 'Dawna Wightman', 'Helen Hughes', 'David Stein', 'Anthony Dean Rubeš']",['Tom Berry']
1329,"['Udo Kier', 'Joe Dallesandro', 'Vittorio De Sica', 'Maxime McKendry', 'Arno Juerging']",['Paul Morrissey']
1330,"['Amy Steel', 'Ken Olandt', 'Deborah Foreman', 'Deborah Goodrich', 'Clayton Rohner']",['Fred Walton']
1331,"['Marsha Mason', 'Anthony Hopkins', 'John Beck', 'Susan Swift', 'Norman Lloyd']",['Robert Wise']
1332,"['Martin Sheen', 'Helen Shaver', 'Harley Cross', 'Robert Loggia', 'Elizabeth Wilson']",['John Schlesinger']
1333,"['Tippi Hedren', 'Rod Taylor', 'Jessica Tandy', 'Suzanne Pleshette', 'Veronica Cartwright']",['Alfred Hitchcock']
1334,"['Steve McQueen', 'Aneta Corsaut', 'Earl Rowe', 'John Benson', 'Robert Fields']",['Irvin S. Yeaworth Jr.']
1335,"['David Huffman', 'Marianna Hill', 'Burt Young', 'John Saxon', 'Otis Young']",['Jeffrey Bloom']
1336,"['Jeff Fahey', 'Lindsay Duncan', 'Kim Delaney', 'Zakes Mokae', 'Brad Dourif']",['Eric Red']
1337,"['Boris Karloff', 'Bela Lugosi', 'Henry Daniell', 'Edith Atwater', 'Russell Wade']",['Robert Wise']
1339,"['Gary Oldman', 'Winona Ryder', 'Keanu Reeves', 'Anthony Hopkins', 'Sadie Frost']",['Francis Ford Coppola']
1340,"['Boris Karloff', 'Colin Clive', 'Valerie Hobson', 'Ernest Thesiger', 'Elsa Lanchester']",['James Whale']
1341,"['Karen Black', 'Oliver Reed', 'Burgess Meredith', 'Bette Davis', 'Eileen Heckart']",['Dan Curtis']
1342,"['Virginia Madsen', 'Tony Todd', 'Xander Berkeley', 'Kasi Lemmons', 'Vanessa Williams']",['Bernard Rose']
1343,"['Robert De Niro', 'Nick Nolte', 'Jessica Lange', 'Juliette Lewis', 'Joe Don Baker']",['Martin Scorsese']
1344,"['Gregory Peck', 'Robert Mitchum', 'Polly Bergen', 'Lori Martin', 'Martin Balsam']",['J. Lee Thompson']
1345,"['Sissy Spacek', 'Piper Laurie', 'Amy Irving', 'William Katt', 'John Travolta']",['Brian De Palma']
1346,"['Nastassja Kinski', 'Malcolm McDowell', 'John Heard', 'Ruby Dee', 'Ed Begley Jr.']",['Paul Schrader']
1347,"['Heather Langenkamp', 'Robert Englund', 'John Saxon', 'Ronee Blakley', 'Amanda Wyss']",['Wes Craven']
1348,"['Max Schreck', 'Gustav von Wangenheim', 'Greta Schröder', 'Georg H. Schnell', 'Ruth Landshoff']",['F. W. Murnau']
1349,"['Klaus Kinski', 'Christopher Plummer', 'Donald Pleasence', 'Barbara De Rossi', 'Anne Knecht']",['Augusto Caminito']
1350,"['Gregory Peck', 'Lee Remick', 'David Warner', 'Billie Whitelaw', 'Harvey Stephens']",['Richard Donner']
1351,"['Jack Nicholson', 'Stephen Dorff', 'Jennifer Lopez', 'Judy Davis', 'Michael Caine']",['Bob Rafelson']
1352,"['Matt Dillon', 'Faye Dunaway', 'Gary Sinise', 'William Fichtner', 'Viggo Mortensen']",['Kevin Spacey']
1353,"['Barbra Streisand', 'Jeff Bridges', 'Lauren Bacall', 'George Segal', 'Mimi Rogers']",['Barbra Streisand']
1354,"['Emily Watson', 'Stellan Skarsgård', 'Katrin Cartlidge', 'Jean-Marc Barr', 'Adrian Rawlins']",['Lars von Trier']
1355,"['Ewan McGregor', 'Patricia Arquette', 'Nick Nolte', 'Josh Brolin', 'Lauren Graham']",['Ole Bornedal']
1356,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton', 'Michael Dorn']",['Jonathan Frakes']
1357,"['Armin Mueller-Stahl', 'Noah Taylor', 'Geoffrey Rush', 'Lynn Redgrave', 'Googie Withers']",['Scott Hicks']
1358,"['Billy Bob Thornton', 'Dwight Yoakam', 'J.T. Walsh', 'John Ritter', 'Lucas Black']",['Billy Bob Thornton']
1359,"['Arnold Schwarzenegger', 'Sinbad', 'Phil Hartman', 'Rita Wilson', 'Robert Conrad']",['Brian Levant']
1361,"['Damien Echols', 'Jason Baldwin', 'Jessie Misskelley, Jr.', 'Joe Berlinger', 'Bruce Sinofsky']","['Joe Berlinger', 'Bruce Sinofsky']"
1363,"['Denzel Washington', 'Whitney Houston', 'Courtney B. Vance', 'Gregory Hines', 'Jenifer Lewis']",['Penny Marshall']
1365,"['Charles Berling', 'Jean Rochefort', 'Fanny Ardant', 'Judith Godrèche', 'Bernard Giraudeau']",['Patrice Leconte']
1366,"['Daniel Day-Lewis', 'Winona Ryder', 'Paul Scofield', 'Joan Allen', 'Bruce Davison']",['Nicholas Hytner']
1367,"['Glenn Close', 'Jeff Daniels', 'Joely Richardson', 'Joan Plowright', 'Hugh Laurie']",['Stephen Herek']
1370,"['Bruce Willis', 'Bonnie Bedelia', 'William Sadler', 'Art Evans', 'Dennis Franz']",['Renny Harlin']
1371,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'Stephen Collins', 'Persis Khambatta']",['Robert Wise']
1372,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'Christopher Plummer', 'George Takei']",['Nicholas Meyer']
1373,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'Laurence Luckinbill', 'George Takei']",['William Shatner']
1374,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'Ricardo Montalban', 'James Doohan']",['Nicholas Meyer']
1375,"['William Shatner', 'DeForest Kelley', 'Christopher Lloyd', 'James Doohan', 'George Takei']",['Leonard Nimoy']
1376,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'Catherine Hicks', 'James Doohan']",['Leonard Nimoy']
1377,"['Michael Keaton', 'Michelle Pfeiffer', 'Danny DeVito', 'Christopher Walken', 'Michael Gough']",['Tim Burton']
1378,"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips', 'Charlie Sheen', 'Dermot Mulroney']",['Christopher Cain']
1379,"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips', 'Christian Slater', 'William Petersen']",['Geoff Murphy']
1380,"['John Travolta', 'Olivia Newton-John', 'Stockard Channing', 'Jeff Conaway', 'Barry Pearl']",['Randal Kleiser']
1381,"['Maxwell Caulfield', 'Michelle Pfeiffer', 'Lorna Luft', 'Maureen Teefy', 'Alison Price']",['Patricia Birch']
1382,"['Steven Seagal', 'Basil Wallace', 'Keith David', 'Tom Wright', 'Joanna Pacula']",['Dwight H. Little']
1385,"['Steven Seagal', 'Tommy Lee Jones', 'Gary Busey', 'Erika Eleniak', 'Colm Meaney']",['Andrew Davis']
1387,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Murray Hamilton', 'Lorraine Gary']",['Steven Spielberg']
1388,"['Roy Scheider', 'Lorraine Gary', 'Murray Hamilton', 'Joseph Mascolo', 'Jeffrey Kramer']",['Jeannot Szwarc']
1389,"['Dennis Quaid', 'Bess Armstrong', 'Simon MacCorkindale', 'Louis Gossett Jr.', 'John Putch']",['Joe Alves']
1390,"['Jack Lemmon', 'James Garner', 'Dan Aykroyd', 'John Heard', 'Wilford Brimley']",['Peter Segal']
1391,"['Jack Nicholson', 'Glenn Close', 'Annette Bening', 'Pierce Brosnan', 'Danny DeVito']",['Tim Burton']
1392,"['Laura Dern', 'Swoosie Kurtz', 'Kurtwood Smith', 'Mary Kay Place', 'Kelly Preston']",['Alexander Payne']
1393,"['Tom Cruise', 'Renée Zellweger', 'Cuba Gooding Jr.', 'Kelly Preston', ""Jerry O'Connell""]",['Cameron Crowe']
1394,"['Nicolas Cage', 'Holly Hunter', 'Trey Wilson', 'John Goodman', 'William Forsythe']",['Joel Coen']
1395,"['Richard Dreyfuss', 'Danny DeVito', 'Barbara Hershey', 'John Mahoney', 'Jackie Gayle']",['Barry Levinson']
1396,"['Robert Redford', 'Dan Aykroyd', 'Ben Kingsley', 'Mary McDonnell', 'River Phoenix']",['Phil Alden Robinson']
1397,"['Jennifer Jason Leigh', 'Ron Eldard', 'Glenne Headly', 'Lyle Lovett', 'Jena Malone']",['Anjelica Huston']
1398,"['Sandra Bullock', ""Chris O'Donnell"", 'Mackenzie Astin', 'Margot Steinberg', 'Alan Bennett']",['Richard Attenborough']
1399,"['Meryl Streep', 'Diane Keaton', 'Leonardo DiCaprio', 'Robert De Niro', 'Hume Cronyn']",['Jerry Zaks']
1401,"['Alec Baldwin', 'James Woods', 'Virginia Madsen', 'Whoopi Goldberg', 'Susanna Thompson']",['Rob Reiner']
1405,"['Mike Judge', 'Bruce Willis', 'Demi Moore', 'Cloris Leachman', 'Robert Stack']",['Mike Judge']
1406,"['Isabelle Huppert', 'Sandrine Bonnaire', 'Jean-Pierre Cassel', 'Jacqueline Bisset', 'Virginie Ledoyen']",['Claude Chabrol']
1407,"['Neve Campbell', 'Courteney Cox', 'David Arquette', 'Matthew Lillard', 'Rose McGowan']",['Wes Craven']
1408,"['Daniel Day-Lewis', 'Madeleine Stowe', 'Jodhi May', 'Russell Means', 'Wes Studi']",['Michael Mann']
1409,"['John Travolta', 'Andie MacDowell', 'William Hurt', 'Bob Hoskins', 'Robert Pastorelli']",['Nora Ephron']
1411,"['Kenneth Branagh', 'Derek Jacobi', 'Kate Winslet', 'Julie Christie', 'Richard Briers']",['Kenneth Branagh']
1412,"['Helen Mirren', 'Fionnula Flanagan', 'Aidan Gillen', ""David O'Hara"", 'John Lynch']",['Terry George']
1413,"[""Vincent D'Onofrio"", 'Renée Zellweger', 'Ann Wedgeworth', 'Harve Presnell', 'Benjamin Mouton']",['Dan Ireland']
1414,"['Albert Brooks', 'Debbie Reynolds', 'Rob Morrow', 'Lisa Kudrow', 'John C. McGinley']",['Albert Brooks']
1415,"['Catherine Deneuve', 'Daniel Auteuil', 'Laurence Côte', 'Benoît Magimel', 'Fabienne Babe']",['André Téchiné']
1416,"['Madonna', 'Antonio Banderas', 'Jonathan Pryce', 'Jimmy Nail', 'Victoria Sus']",['Alan Parker']
1417,"['Nicole Kidman', 'John Malkovich', 'Barbara Hershey', 'Mary-Louise Parker', 'Christian Bale']",['Jane Campion']
1419,"['Jenny Agutter', 'Luc Roeg', 'David Gulpilil', 'John Meillon', 'Robert McDarra']",['Nicolas Roeg']
1422,"['Wesley Snipes', 'Diane Lane', 'Daniel Benzali', 'Dennis Miller', 'Alan Alda']",['Dwight H. Little']
1423,"['Danny Keogh', 'Patrick Shai', 'Seputla Sebogodi', 'Ernest Ndhlovu', ""Brian O'Shaughnessy""]",['Ralph Ziman']
1425,"['John Cleese', 'Jamie Lee Curtis', 'Kevin Kline', 'Michael Palin', 'Robert Lindsay']","['Fred Schepisi', 'Robert Young']"
1426,"['Steve Guttenberg', 'Kathleen Quinlan', 'Arnold Vosloo', 'Dawn McMillan', 'Jessica Howell']",['George T. Miller']
1427,"['Ray Liotta', 'Lauren Holly', 'Brendan Gleeson', 'Hector Elizondo', 'Rachel Ticotin']",['Robert Butler']
1428,"['John Lynch', 'Jacqueline McKenzie', 'Colin Friels', 'Deborra-Lee Furness', 'Geoff Brooks']",['Michael Rymer']
1429,"['Jackie Chan', 'Bill Tung', 'Jackson Liu', 'Annie Wu', 'Ailen Sit Chun-Wai']",['Stanley Tong']
1430,"['Denis Leary', 'Joe Mantegna', 'Annabella Sciorra', 'Larry Bishop', 'Abe Vigoda']",['Roger Christian']
1431,"['Chris Farley', 'Nicollette Sheridan', 'Robin Shou', 'Nathaniel Parker', 'Chris Rock']",['Dennis Dugan']
1432,"['Eddie Murphy', 'Kim Miyori', 'Art Evans', 'James Carpenter', 'Michael Rapaport']",['Thomas Carter']
1437,"['Andrew Robertson', 'Charlotte Gainsbourg', 'Alice Coulthard', 'Ned Birkin', 'Sinéad Cusack']",['Andrew Birkin']
1438,"['Pierce Brosnan', 'Linda Hamilton', 'Jamie Renée Smith', 'Jeremy Foley', 'Elizabeth Hoffman']",['Roger Donaldson']
1439,"['Rodney Dangerfield', 'Debi Mazar', 'Burt Reynolds', 'David Ogden Stiers', 'Rita McKenzie']",['Peter Baldwin']
1440,"['Samuel L. Jackson', 'Nicolas Cage', 'Michael Lerner', 'Margaret Colin', 'Dabney Coleman']",['E. Max Frye']
1441,"['Johnny Depp', 'Mary Stuart Masterson', 'Aidan Quinn', 'Julianne Moore', 'Oliver Platt']",['Jeremiah S. Chechik']
1442,"['Jared Leto', 'R. Lee Ermey', ""Ed O'Neill"", 'Breckin Meyer', 'Lindsay Crouse']",['Steve James']
1445,"['Tom Arnold', 'Dean Stockwell', 'Debra Messing', 'David Alan Grier', 'Bruce Campbell']",['Bryan Spicer']
1446,"['Andrei Chalimon', 'Zdeněk Svěrák', 'Libuše Šafránková', 'Stella Zázvorková', 'Ondřej Vetchý']",['Jan Svěrák']
1447,"['Tupac Shakur', 'Tim Roth', 'Thandiwe Newton', 'Charles Fleischer', 'Howard Hesseman']",['Vondie Curtis-Hall']
1449,"['Christopher Guest', 'Eugene Levy', 'Fred Willard', ""Catherine O'Hara"", 'Michael Hitchcock']",['Christopher Guest']
1453,"['Timothy Dalton', 'Fran Drescher', 'Michael Lerner', 'Ian McNeice', 'Patrick Malahide']",['Ken Kwapis']
1454,"['Giovanni Ribisi', 'Parker Posey', 'Steve Zahn', 'Nicky Katt', 'Ajay Naidu']",['Richard Linklater']
1456,"['John Leguizamo', 'Jeffrey Jones', 'Edoardo Ballerini', 'Freddy Rodríguez', 'Tammy Townsend']",['Paul Miller']
1457,"['Matthew Perry', 'Salma Hayek', 'Jon Tenney', 'Carlos Gómez', 'Tomas Milian']",['Andy Tennant']
1458,"['Bridget Fonda', 'Christopher Walken', 'Skeet Ulrich', 'Tom Arnold', 'Gina Gershon']",['Paul Schrader']
1459,"['Clint Eastwood', 'Gene Hackman', 'Ed Harris', 'Laura Linney', 'Scott Glenn']",['Clint Eastwood']
1460,"['Christina Ricci', 'Doug E. Doug', 'Dean Jones', 'Peter Boyle', 'Michael McKean']",['Bob Spiers']
1461,"['Chevy Chase', ""Beverly D'Angelo"", 'Randy Quaid', 'Ethan Embry', 'Marisol Nichols']",['Stephen Kessler']
1464,"['Bill Pullman', 'Patricia Arquette', 'Balthazar Getty', 'Robert Blake', 'Natasha Gregson Wagner']",['David Lynch']
1465,"['Ving Rhames', 'Jon Voight', 'Don Cheadle', 'Bruce McGill', 'Loren Dean']",['John Singleton']
1466,"['Johnny Depp', 'Al Pacino', 'Michael Madsen', 'Bruno Kirby', 'James Russo']",['Mike Newell']
1468,"['Jamie Foxx', 'Tommy Davidson', 'Vivica A. Fox', 'Tamala Jones', 'Amy Monique Waddell']",['Jeff Pollack']
1473,"['Dean Cain', 'Andy Dick', 'Sean Patrick Flanery', 'Mitchell Whitfield', 'Luke Wilson']",['Tamra Davis']
1474,"['Tim Allen', 'Martin Short', 'JoBeth Williams', 'Lolita Davidovich', 'Sam Huntington']",['John Pasquin']
1475,"['Indira Varma', 'Sarita Choudhury', 'Ramon Tikaram', 'Naveen Andrews', 'Rekha']",['Mira Nair']
1476,"['Howard Stern', 'Robin Quivers', 'Fred Norris', 'Paul Giamatti', 'Mary McCormack']",['Betty Thomas']
1477,"['Larenz Tate', 'Nia Long', 'Isaiah Washington', 'Bill Bellamy', 'Lisa Nicole Carson']",['Theodore Witcher']
1479,"['Val Kilmer', 'Elisabeth Shue', 'Rade Šerbedžija', 'Henry Goodman', 'Alun Armstrong']",['Phillip Noyce']
1480,"['Julia Ormond', 'Gabriel Byrne', 'Richard Harris', 'Jim Broadbent', 'Tom Wilkinson']",['Bille August']
1483,"['James Spader', 'Holly Hunter', 'Elias Koteas', 'Deborah Kara Unger', 'Rosanna Arquette']",['David Cronenberg']
1484,"['Hope Davis', 'Parker Posey', 'Liev Schreiber', 'Anne Meara', 'Pat McNamara']",['Greg Mottola']
1485,"['Jim Carrey', 'Maura Tierney', 'Justin Cooper', 'Cary Elwes', 'Anne Haney']",['Tom Shadyac']
1487,"['Jennifer Lopez', 'Edward James Olmos', 'Constance Marie', 'Jon Seda', 'Lupe Ontiveros']",['Gregory Nava']
1488,"['Harrison Ford', 'Brad Pitt', 'Rubén Blades', 'Treat Williams', 'Natascha McElhone']",['Alan J. Pakula']
1489,"['Scott Bakula', 'Jasmine Guy', 'Natalie Cole', 'Ashley Peldon', 'Lindsay Ridgeway']",['Mark Dindal']
1490,"['Halle Berry', 'Natalie Desselle-Reid', 'Martin Landau', 'Ian Richardson', 'Pierre Edwards']",['Robert Townsend']
1493,"['Matt Day', ""Frances O'Connor"", 'Matthew Dyktynski', 'Alice Garner', 'Radha Mitchell']",['Emma-Kate Croghan']
1495,"['Jason David Frank', 'Johnny Yong Bosch', 'Nakia Burrise', 'Catherine Sutherland', 'Blake Foster']","['Shuki Levy', 'David Winning']"
1496,"['Sophie Marceau', 'Sean Bean', 'Alfred Molina', 'Mia Kirshner', 'James Fox']",['Bernard Rose']
1497,"['Jean-Claude Van Damme', 'Dennis Rodman', 'Mickey Rourke', 'Paul Freeman', 'Natacha Lindinger']",['Tsui Hark']
1498,"['Joaquin Phoenix', 'Liv Tyler', 'Jennifer Connelly', 'Billy Crudup', 'Joanna Going']","[""Pat O'Connor""]"
1499,"['Jennifer Lopez', 'Ice Cube', 'Jon Voight', 'Eric Stoltz', 'Jonathan Hyde']",['Luis Llosa']
1500,"['John Cusack', 'Minnie Driver', 'Dan Aykroyd', 'Joan Cusack', 'Alan Arkin']",['George Armitage']
1502,"['Molly Parker', 'Peter Outerbridge', 'Jay Brazeau', 'Natasha Morley', 'Jessie Winter Mudie']",['Lynne Stopkewich']
1503,"['Joe Pesci', 'Kristy Swanson', 'George Hamilton', 'Dyan Cannon', 'Andy Comeau']",['Tom Schulman']
1507,"['Glenn Close', 'Frances McDormand', 'Pauline Collins', 'Cate Blanchett', 'Julianna Margulies']",['Bruce Beresford']
1513,"['Mira Sorvino', 'Lisa Kudrow', 'Janeane Garofalo', 'Alan Cumming', 'Julia Campbell']",['David Mirkin']
1514,"['Leslie Cheung', 'Gong Li', 'Kevin Lin', 'He Saifei', 'Zhang Shi']",['Chen Kaige']
1515,"['Tommy Lee Jones', 'Anne Heche', 'Gaby Hoffmann', 'Don Cheadle', 'Jacqueline Kim']",['Mick Jackson']
1516,"['Judy Davis', 'Sam Neill', 'F. Murray Abraham', 'Richard Roxburgh', 'Rachel Griffiths']",['Peter Duncan']
1517,"['Mike Myers', 'Elizabeth Hurley', 'Michael York', 'Mimi Rogers', 'Robert Wagner']",['Jay Roach']
1518,"['Kurt Russell', 'J.T. Walsh', 'Kathleen Quinlan', 'M.C. Gainey', 'Jack Noseworthy']",['Jonathan Mostow']
1519,"['Rade Šerbedžija', 'Aleksandra Vujcic', 'Julian Arahanga', 'Marton Csokas', 'Stephen Ure']",['Gregor Nicholas']
1526,"['Robin Williams', 'Billy Crystal', 'Julia Louis-Dreyfus', 'Nastassja Kinski', 'Charlie Hofheimer']",['Ivan Reitman']
1527,"['Bruce Willis', 'Milla Jovovich', 'Gary Oldman', 'Ian Holm', 'Chris Tucker']",['Luc Besson']
1529,"['James Duval', 'Rachel True', 'Nathan Bexton', 'Chiara Mastroianni', 'Debi Mazar']",['Gregg Araki']
1533,"['Meret Becker', 'Corinna Harfouch', 'Anian Zollner', 'August Zirner', 'Eva Mattes']",['Margarethe von Trotta']
1537,"['Koji Yakusho', 'Tamiyo Kusakari', 'Naoto Takenaka', 'Eri Watanabe', 'Akira Emoto']",['Masayuki Suo']
1541,"['Meg Ryan', 'Matthew Broderick', 'Kelly Preston', 'Tchéky Karyo', 'Maureen Stapleton']",['Griffin Dunne']
1542,"['Pete Postlethwaite', 'Tara Fitzgerald', 'Ewan McGregor', 'Stephen Tompkinson', 'Jim Carter']",['Mark Herman']
1544,"['Jeff Goldblum', 'Julianne Moore', 'Pete Postlethwaite', 'Arliss Howard', 'Richard Attenborough']",['Steven Spielberg']
1545,"['Delphine Schiltz', 'Victoire Thivisol', 'Matiaz Bureau Caton', 'Léopoldine Serre', 'Marie Trintignant']",['Jacques Doillon']
1546,"['Steven Soderbergh', 'Scott Allen', 'Betsy Brantley', 'Eddie Jemison', 'David Jensen']",['Steven Soderbergh']
1547,"['Blake Heron', 'J. Madison Wright', 'Michael Moriarty', 'Scott Wilson', 'Rod Steiger']",['Chip Rosenbloom']
1549,"['Bridget Fonda', 'Russell Crowe', 'Jim Broadbent', 'D.W. Moffett', 'Kenneth Mars']",['Clare Peploe']
1550,"['Jeff Daniels', 'Charlize Theron', 'Michael Richards', 'Jessica Steen', 'Austin Pendleton']",['Jonathan Lynn']
1551,"['Rene Russo', 'Robbie Coltrane', 'Alan Cumming', 'Irma P. Hall', 'Paul Reubens']",['Caroline Thompson']
1552,"['Nicolas Cage', 'John Malkovich', 'John Cusack', 'Ving Rhames', 'Mykelti Williamson']",['Simon West']
1554,"['Vivian Wu', 'Yoshi Oida', 'Ken Ogata', 'Hideko Yoshida', 'Ewan McGregor']",['Peter Greenaway']
1556,"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe', 'Temuera Morrison', 'Brian McCardie']",['Jan de Bont']
1562,"['George Clooney', ""Chris O'Donnell"", 'Arnold Schwarzenegger', 'Uma Thurman', 'Alicia Silverstone']",['Joel Schumacher']
1564,"['Jean Reno', 'Mercedes Ruehl', 'Polly Walker', 'Mark Frankel', 'Trevor Peacock']",['Paul Weiland']
1565,"['Harvey Keitel', 'Cameron Diaz', 'Billy Zane', 'Craig Sheffer', 'Shay Duffin']",['Jim Wilson']
1566,"['Tate Donovan', 'Josh Keaton', 'Roger Bart', 'Danny DeVito', 'James Woods']","['Ron Clements', 'John Musker']"
1569,"['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz', 'Rupert Everett', 'Christopher Masterson']",['P.J. Hogan']
1571,"['Garance Clavel', 'Zinedine Soualem', 'Renée Le Calm', 'Olivier Py', 'Simon Abkarian']",['Cédric Klapisch']
1572,"['Brigitte Bardot', 'Michel Piccoli', 'Jack Palance', 'Giorgia Moll', 'Fritz Lang']",['Jean-Luc Godard']
1573,"['John Travolta', 'Nicolas Cage', 'Joan Allen', 'Alessandro Nivola', 'Gina Gershon']",['John Woo']
1574,"['Eric Schaeffer', 'Amanda de Cadenet', 'Rudolf Martin', 'Francie Swift', 'Jose Yenque']",['Eric Schaeffer']
